interpro,short_name,type,xrefdb,xref
IPR009164,FBPtase_class3,Family,PIRSF,PIRSF000906
IPR009175,Poxvirus_I2,Family,PFAM,PF12575
IPR009175,Poxvirus_I2,Family,PIRSF,PIRSF003766
IPR009181,UCP004929_methan,Family,PFAM,PF09872
IPR009181,UCP004929_methan,Family,PIRSF,PIRSF004929
IPR009181,UCP004929_methan,Family,TIGRFAMs,TIGR03275
IPR009183,UCP004962,Family,PFAM,PF09897
IPR009183,UCP004962,Family,PIRSF,PIRSF004962
IPR009190,DUF1462,Family,PFAM,PF07315
IPR009190,DUF1462,Family,PIRSF,PIRSF010603
IPR009198,UCP014484_TM,Family,PFAM,PF09973
IPR009198,UCP014484_TM,Family,PIRSF,PIRSF014484
IPR009199,PhoPQ-act_pathogen-rel_PqaA,Family,PFAM,PF10142
IPR009199,PhoPQ-act_pathogen-rel_PqaA,Family,PIRSF,PIRSF014728
IPR009199,PhoPQ-act_pathogen-rel_PqaA,Family,PANTHER,PTHR31497
IPR009200,DUF1269_membrane,Family,PFAM,PF06897
IPR009201,Virion_core,Family,PFAM,PF06138
IPR009201,Virion_core,Family,PIRSF,PIRSF015797
IPR009205,FlaC_arc,Family,PFAM,PF05377
IPR009205,FlaC_arc,Family,PIRSF,PIRSF018660
IPR009211,TagJ,Family,PFAM,PF07024
IPR009211,TagJ,Family,PIRSF,PIRSF029288
IPR009214,DUF1129,Family,PFAM,PF06570
IPR009214,DUF1129,Family,PIRSF,PIRSF033111
IPR009215,TIM-br_IGPS-like,Domain,PFAM,PF09370
IPR009215,TIM-br_IGPS-like,Domain,PIRSF,PIRSF034452
IPR009216,Virulence_factor_SrfB,Family,PFAM,PF07520
IPR009216,Virulence_factor_SrfB,Family,PIRSF,PIRSF034585
IPR009223,APC_rpt,Repeat,PFAM,PF05923
IPR009224,SAMP,Repeat,PFAM,PF05924
IPR009225,Phage_head_completion_GpL,Family,PFAM,PF05926
IPR009226,Penaeidin,Family,PFAM,PF05927
IPR009227,Zea_mays_MuDR,Family,PFAM,PF05928
IPR009228,Capsid_scaffold_GpO,Family,PFAM,PF05929
IPR009229,AgrD,Family,PFAM,PF05931
IPR009229,AgrD,Family,SMART,SM00794
IPR009229,AgrD,Family,TIGRFAMs,TIGR04223
IPR009230,ATP_synth_su8_fun,Family,PFAM,PF05933
IPR009230,ATP_synth_su8_fun,Family,PANTHER,PTHR36101
IPR009231,Chloride_chnl_CLIC-like,Family,PFAM,PF05934
IPR009231,Chloride_chnl_CLIC-like,Family,PANTHER,PTHR34093
IPR009232,EB1-bd,Domain,PFAM,PF05937
IPR009233,Competence_ComX_Bacillus,Family,PFAM,PF05952
IPR009234,APC_basic_dom,Domain,PFAM,PF05956
IPR009235,AcMNPV_Orf146,Family,PFAM,PF05959
IPR009236,Chordopox_A13L,Family,PFAM,PF05961
IPR009237,Herpes_US2/US3,Family,PFAM,PF05963
IPR009238,Chordopox_A33R,Family,PFAM,PF05966
IPR009239,Bacillus_PapR,Family,PFAM,PF05968
IPR009240,APC_15aa_rpt,Repeat,PFAM,PF05972
IPR009241,HigB-like,Family,PFAM,PF05973
IPR009242,DUF896,Family,HAMAP,MF_01103
IPR009242,DUF896,Family,PFAM,PF05979
IPR009242,DUF896,Family,PANTHER,PTHR37300
IPR009244,Mediatior_Med7,Family,PFAM,PF05983
IPR009245,Cytomegalo_UL22A,Family,PFAM,PF05984
IPR009246,EutC,Family,HAMAP,MF_00601
IPR009246,EutC,Family,PFAM,PF05985
IPR009246,EutC,Family,PIRSF,PIRSF018982
IPR009246,EutC,Family,PANTHER,PTHR39330
IPR009247,Chordopox_A35R,Family,PFAM,PF05989
IPR009248,SbmA_BacA,Family,PFAM,PF05992
IPR009249,Ferredoxin-dep_bilin_Rdtase,Family,PFAM,PF05996
IPR009249,Ferredoxin-dep_bilin_Rdtase,Family,PANTHER,PTHR34557
IPR009251,A-2_3-sialyltransferase,Family,PFAM,PF06002
IPR009252,Cell_div_ZapB,Family,HAMAP,MF_01196
IPR009252,Cell_div_ZapB,Family,PFAM,PF06005
IPR009253,DUF905,Family,PFAM,PF06006
IPR009254,Laminin_aI,Domain,PFAM,PF06008
IPR009256,DUF910,Family,PFAM,PF06014
IPR009257,Chordopox_A30L,Family,PFAM,PF06015
IPR009258,Phage_T4_Gp30.8,Family,PFAM,PF06019
IPR009259,Roughex,Family,PFAM,PF06020
IPR009260,CRISPR-ass_Csa1,Family,PFAM,PF06023
IPR009260,CRISPR-ass_Csa1,Family,PIRSF,PIRSF009226
IPR009260,CRISPR-ass_Csa1,Family,TIGRFAMs,TIGR01896
IPR009261,AcMNPV_Orf78,Family,PFAM,PF06024
IPR009262,SLC35_F1/F2/F6,Family,PFAM,PF06027
IPR009263,SERTA_dom,Domain,PFAM,PF06031
IPR009263,SERTA_dom,Domain,PROFILE,PS51053
IPR009264,AcMNPV_Orf57,Family,PFAM,PF06033
IPR009265,AcMNPV_Orf29,Family,PFAM,PF06034
IPR009266,Adeno_E3,Family,PFAM,PF06040
IPR009267,NTP_transf_6,Family,PFAM,PF06042
IPR009267,NTP_transf_6,Family,PANTHER,PTHR39166
IPR009268,Reo_P9,Family,PFAM,PF06043
IPR009269,NKAP_C,Domain,PFAM,PF06047
IPR009270,DUF927,Domain,PFAM,PF06048
IPR009271,Coagulation_factor_V_LSPD,Repeat,PFAM,PF06049
IPR009272,DUF929,Family,PFAM,PF06053
IPR009273,DUF930,Family,PFAM,PF06059
IPR009274,Gam,Family,PFAM,PF06064
IPR009275,SepZ,Family,PFAM,PF06066
IPR009278,Herpes_US9,Family,PFAM,PF06072
IPR009279,DUF935,Family,PFAM,PF06074
IPR009280,Orthopox_F14,Family,PFAM,PF06076
IPR009282,DUF937,Family,PFAM,PF06078
IPR009284,Cytomega_TRL10,Family,PFAM,PF06084
IPR009284,Cytomega_TRL10,Family,PIRSF,PIRSF018454
IPR009285,Orthopox_A30L/A26L,Family,PFAM,PF06086
IPR009286,Ins_P5_2-kin,Family,PFAM,PF06090
IPR009286,Ins_P5_2-kin,Family,PANTHER,PTHR14456
IPR009288,AIG2-like,Domain,PFAM,PF06094
IPR009289,Baculo_8kDa,Family,PFAM,PF06096
IPR009290,Radial_spoke_3,Family,PFAM,PF06098
IPR009290,Radial_spoke_3,Family,PANTHER,PTHR21648
IPR009291,Vps62,Family,PFAM,PF06101
IPR009292,RRP36,Family,PFAM,PF06102
IPR009292,RRP36,Family,PANTHER,PTHR21738
IPR009293,UPF0478,Family,PFAM,PF06103
IPR009294,Aph-1,Family,PFAM,PF06105
IPR009294,Aph-1,Family,PANTHER,PTHR12889
IPR009295,SAUGI,Family,PFAM,PF06106
IPR009296,DUF951,Family,PFAM,PF06107
IPR009296,DUF951,Family,PIRSF,PIRSF037263
IPR009296,DUF951,Family,PANTHER,PTHR38455
IPR009297,DUF952,Family,PFAM,PF06108
IPR009297,DUF952,Family,PANTHER,PTHR34129
IPR009299,Herpes_capsid,Family,HAMAP,MF_04022
IPR009299,Herpes_capsid,Family,PFAM,PF06112
IPR009300,Transcription_activator_RinB,Family,PFAM,PF06116
IPR009301,DUF957,Family,PFAM,PF06117
IPR009302,Tail_length_tape_measure,Domain,PFAM,PF06120
IPR009303,DUF960,Family,PFAM,PF06124
IPR009304,Herpes_LAMP2,Family,PFAM,PF06126
IPR009305,Mpo1-like,Family,PFAM,PF06127
IPR009305,Mpo1-like,Family,PANTHER,PTHR28026
IPR009306,DUF963,Repeat,PFAM,PF06131
IPR009308,Rhamnose_isomerase,Family,HAMAP,MF_00541
IPR009308,Rhamnose_isomerase,Family,PFAM,PF06134
IPR009308,Rhamnose_isomerase,Family,TIGRFAMs,TIGR01748
IPR009309,IreB,Family,HAMAP,MF_01507
IPR009309,IreB,Family,PFAM,PF06135
IPR009309,IreB,Family,PIRSF,PIRSF037258
IPR009309,IreB,Family,PANTHER,PTHR40067
IPR009310,BphX,Family,PFAM,PF06139
IPR009311,IFI6/IFI27-like,Family,PFAM,PF06140
IPR009311,IFI6/IFI27-like,Family,PANTHER,PTHR16932
IPR009312,Phage_lambda_GpU-like,Family,PFAM,PF06141
IPR009313,Baculo_11_kDa,Family,PFAM,PF06143
IPR009314,Corona_NS1,Family,PFAM,PF06145
IPR009317,ChaB,Family,PFAM,PF06150
IPR009318,Gustatory_rcpt,Family,PFAM,PF06151
IPR009318,Gustatory_rcpt,Family,PIRSF,PIRSF038981
IPR009318,Gustatory_rcpt,Family,PANTHER,PTHR21421
IPR009319,Phage_A118_Gp4,Family,PFAM,PF06152
IPR009320,Antitoxin_CbeA,Family,PFAM,PF06154
IPR009321,DUF973,Family,PFAM,PF06157
IPR009323,DUF979,Family,PFAM,PF06166
IPR009324,DUF981,Family,PFAM,PF06168
IPR009325,DUF983,Family,PFAM,PF06170
IPR009327,Cupin_DUF985,Domain,PFAM,PF06172
IPR009328,DUF986,Family,HAMAP,MF_01071
IPR009328,DUF986,Family,PFAM,PF06173
IPR009328,DUF986,Family,PIRSF,PIRSF020687
IPR009329,DUF987,Family,PFAM,PF06174
IPR009330,LipoPS_heptP_kinase,Family,PFAM,PF06176
IPR009331,Oligogalacturonate-sp_porin,Family,PFAM,PF06178
IPR009331,Oligogalacturonate-sp_porin,Family,PANTHER,PTHR38105
IPR009332,Med22,Family,PFAM,PF06179
IPR009332,Med22,Family,PANTHER,PTHR12434
IPR009333,DUF992,Family,PFAM,PF06186
IPR009334,DUF993,Family,PFAM,PF06187
IPR009335,T3SS_HrpE/ATPase_suE,Family,PFAM,PF06188
IPR009337,DUF995,Family,PFAM,PF06191
IPR009338,Orf51,Family,PFAM,PF06194
IPR009339,DUF998,Family,PFAM,PF06197
IPR009340,DUF999,Family,PFAM,PF06198
IPR009343,DUF1002,Family,PFAM,PF06207
IPR009344,BDV_G,Family,PFAM,PF06208
IPR009345,BAMBI,Family,PFAM,PF06211
IPR009345,BAMBI,Family,PIRSF,PIRSF037456
IPR009345,BAMBI,Family,PANTHER,PTHR15505:SF1
IPR009346,GRIM-19,Family,PFAM,PF06212
IPR009346,GRIM-19,Family,PANTHER,PTHR12966
IPR009347,RTBV_P46,Family,PFAM,PF06216
IPR009348,NPR2,Family,PFAM,PF06218
IPR009348,NPR2,Family,PANTHER,PTHR12991
IPR009349,Znf_C2HC5,Domain,PFAM,PF06221
IPR009350,Phage_tail_T,Domain,PFAM,PF06223
IPR009350,Phage_tail_T,Domain,TIGRFAMs,TIGR01715
IPR009351,DUF1006,Family,PFAM,PF06224
IPR009354,Usg,Family,PFAM,PF06233
IPR009355,Toluene_mOase_B,Family,PFAM,PF06234
IPR009356,NAD_DH_su4L,Family,PFAM,PF06235
IPR009357,Riboflavin_transptr,Family,PFAM,PF06237
IPR009357,Riboflavin_transptr,Family,PANTHER,PTHR12929
IPR009359,PaaB,Family,PFAM,PF06243
IPR009359,PaaB,Family,PIRSF,PIRSF030200
IPR009359,PaaB,Family,TIGRFAMs,TIGR02157
IPR009360,Isy1,Family,PFAM,PF06246
IPR009360,Isy1,Family,PANTHER,PTHR13021
IPR009361,RZZ-complex_Zw10,Family,PFAM,PF06248
IPR009362,YhcG_C,Domain,PFAM,PF06250
IPR009363,Phage_Mu_Gp16,Family,PFAM,PF06252
IPR009364,YdaT_toxin,Domain,PFAM,PF06254
IPR009365,Nucleo_LEF-12,Family,PFAM,PF06256
IPR009366,Protein_Veg,Family,PFAM,PF06257
IPR009366,Protein_Veg,Family,PIRSF,PIRSF037257
IPR009366,Protein_Veg,Family,PANTHER,PTHR40026
IPR009367,Elm1-like,Family,PFAM,PF06258
IPR009367,Elm1-like,Family,PANTHER,PTHR33986
IPR009368,DUF1024,Family,PFAM,PF06260
IPR009369,LktC,Family,PFAM,PF06261
IPR009370,DUF1027,Family,PFAM,PF06265
IPR009370,DUF1027,Family,PIRSF,PIRSF012565
IPR009371,T3SS_HrpF,Family,PFAM,PF06266
IPR009372,Poxvirus_A14.5,Family,PFAM,PF06269
IPR009373,Circovirus2_Orf5,Family,PFAM,PF06270
IPR009376,DUF1031,Family,PFAM,PF06275
IPR009377,Ethanolamine_utilisation_EutA,Family,PFAM,PF06277
IPR009377,Ethanolamine_utilisation_EutA,Family,PIRSF,PIRSF012293
IPR009378,H2_N,Domain,PFAM,PF06278
IPR009379,VP1_VP3,Family,PFAM,PF06281
IPR009380,DUF1036,Family,PFAM,PF06282
IPR009382,Coleoptericin,Family,PFAM,PF06286
IPR009383,DUF1040,Family,PFAM,PF06288
IPR009384,SwrD-like,Family,PFAM,PF06289
IPR009384,SwrD-like,Family,PANTHER,PTHR39185
IPR009385,Plasmid_inh_PsiB,Family,PFAM,PF06290
IPR009386,DUF1043,Family,PFAM,PF06295
IPR009386,DUF1043,Family,PIRSF,PIRSF006318
IPR009386,DUF1043,Family,PANTHER,PTHR39579
IPR009387,HigB-2,Family,PFAM,PF06296
IPR009387,HigB-2,Family,PIRSF,PIRSF018634
IPR009387,HigB-2,Family,PIRSF,PIRSF039032
IPR009388,PSII_PsbY,Family,HAMAP,MF_00717
IPR009388,PSII_PsbY,Family,PFAM,PF06298
IPR009389,DUF1045,Family,PFAM,PF06299
IPR009389,DUF1045,Family,PIRSF,PIRSF033328
IPR009389,DUF1045,Family,TIGRFAMs,TIGR03223
IPR009391,ErmCL,Family,PFAM,PF06308
IPR009392,ACP53EA,Family,PFAM,PF06313
IPR009394,MmcB-like,Family,PFAM,PF06319
IPR009394,MmcB-like,Family,PIRSF,PIRSF031796
IPR009395,BLOC1S1,Family,PFAM,PF06320
IPR009395,BLOC1S1,Family,PANTHER,PTHR13073
IPR009396,Pigment_DH,Family,PFAM,PF06324
IPR009397,Vesiculo_matrix,Family,PFAM,PF06326
IPR009398,Adcy_conserved_dom,Domain,PFAM,PF06327
IPR009400,TFIIH_TTDA/Tfb5,Family,PFAM,PF06331
IPR009400,TFIIH_TTDA/Tfb5,Family,PANTHER,PTHR28580
IPR009400,TFIIH_TTDA/Tfb5,Family,SMART,SM01395
IPR009401,Med13_C,Domain,PFAM,PF06333
IPR009402,Orthopox_A47,Family,PFAM,PF06334
IPR009403,UPF0637,Family,HAMAP,MF_01851
IPR009403,UPF0637,Family,PFAM,PF06335
IPR009403,UPF0637,Family,PIRSF,PIRSF021332
IPR009404,Corona_5a,Family,PFAM,PF06336
IPR009405,TcpF,Family,PFAM,PF06340
IPR009405,TcpF,Family,PIRSF,PIRSF020763
IPR009406,DUF1056,Family,PFAM,PF06341
IPR009407,VPP_parechovir_P3B,Domain,PFAM,PF06344
IPR009409,DUF1059,Family,PFAM,PF06348
IPR009410,Allene_ox_cyc,Family,PFAM,PF06351
IPR009410,Allene_ox_cyc,Family,PANTHER,PTHR31843
IPR009412,DUF1062,Family,PFAM,PF06353
IPR009412,DUF1062,Family,PIRSF,PIRSF021719
IPR009413,Aegerolysin-typ,Family,PFAM,PF06355
IPR009413,Aegerolysin-typ,Family,PIRSF,PIRSF007951
IPR009414,DUF1064,Family,PFAM,PF06356
IPR009415,Omega-atracotox,Family,PFAM,PF06357
IPR009417,RTBV_P12,Family,PFAM,PF06361
IPR009418,DUF1067,Family,PFAM,PF06362
IPR009419,VPP_parechovir_P3A,Domain,PFAM,PF06363
IPR009420,FlhE,Family,PFAM,PF06366
IPR009421,Maize_streak_virus_21.7kDa,Family,PFAM,PF06370
IPR009422,Gemin6,Family,PFAM,PF06372
IPR009422,Gemin6,Family,PANTHER,PTHR14710
IPR009423,NADH-UbQ_OxRdtase_b14.5b_su,Family,PFAM,PF06374
IPR009423,NADH-UbQ_OxRdtase_b14.5b_su,Family,PIRSF,PIRSF017834
IPR009423,NADH-UbQ_OxRdtase_b14.5b_su,Family,PANTHER,PTHR13099
IPR009424,AGP16/20/22/41,Family,PFAM,PF06376
IPR009424,AGP16/20/22/41,Family,PANTHER,PTHR33374
IPR009425,SSAP_Sak3,Family,PFAM,PF06378
IPR009426,BYDV_Gp6,Family,PFAM,PF06380
IPR009428,ICAT_dom,Domain,PFAM,PF06384
IPR009429,Baculo_LEF-11,Family,PFAM,PF06385
IPR009430,Gas-vesicle_GvpL/GvpF,Family,PFAM,PF06386
IPR009430,Gas-vesicle_GvpL/GvpF,Family,PANTHER,PTHR36852
IPR009431,NSG,Family,PFAM,PF06387
IPR009431,NSG,Family,PIRSF,PIRSF002383
IPR009431,NSG,Family,PANTHER,PTHR28546
IPR009432,DUF1075,Family,PFAM,PF06388
IPR009432,DUF1075,Family,PANTHER,PTHR13674
IPR009433,Filo_VP24,Family,PFAM,PF06389
IPR009433,Filo_VP24,Family,PIRSF,PIRSF011355
IPR009434,NESP55,Family,PFAM,PF06390
IPR009435,Asr,Repeat,PFAM,PF06392
IPR009436,AGTRAP,Family,PFAM,PF06396
IPR009436,AGTRAP,Family,PANTHER,PTHR16521
IPR009436,AGTRAP,Family,SMART,SM00805
IPR009437,Lamprin,Family,PFAM,PF06403
IPR009437,Lamprin,Family,PIRSF,PIRSF002264
IPR009438,Phytosulfokine,Family,PFAM,PF06404
IPR009438,Phytosulfokine,Family,PANTHER,PTHR33285
IPR009439,RCC_reductase,Family,PFAM,PF06405
IPR009439,RCC_reductase,Family,PANTHER,PTHR34685
IPR009440,Plasmid_segregation_ParM/StbA,Domain,PFAM,PF06406
IPR009441,P40_nucleoprot_BD-vir,Family,PFAM,PF06407
IPR009444,Conjugal_tfr_TraD_a-type,Family,PFAM,PF06412
IPR009445,TMEM85/Emc4,Family,PFAM,PF06417
IPR009445,TMEM85/Emc4,Family,PIRSF,PIRSF017207
IPR009445,TMEM85/Emc4,Family,PANTHER,PTHR19315
IPR009446,Mgm101,Family,PFAM,PF06420
IPR009446,Mgm101,Family,PANTHER,PTHR31404
IPR009447,PIGW/GWT1,Family,PFAM,PF06423
IPR009447,PIGW/GWT1,Family,PIRSF,PIRSF017321
IPR009447,PIGW/GWT1,Family,PANTHER,PTHR20661
IPR009448,UDP-g_GGtrans,Family,PFAM,PF06427
IPR009448,UDP-g_GGtrans,Family,PANTHER,PTHR11226
IPR009449,Sec2_N,Domain,PFAM,PF06428
IPR009450,Plno_GlcNAc_GPI2,Family,PFAM,PF06432
IPR009450,Plno_GlcNAc_GPI2,Family,PIRSF,PIRSF016104
IPR009450,Plno_GlcNAc_GPI2,Family,PANTHER,PTHR12982
IPR009451,Metamine_DH_Hvc,Family,PFAM,PF06433
IPR009452,Pneumovirus_M2,Family,PFAM,PF06436
IPR009452,Pneumovirus_M2,Family,PIRSF,PIRSF003913
IPR009453,ISN1,Family,PFAM,PF06437
IPR009453,ISN1,Family,PIRSF,PIRSF028836
IPR009453,ISN1,Family,PANTHER,PTHR28213
IPR009454,Lipid_transpt_open_b-sht,Domain,PFAM,PF06448
IPR009455,YMF19,Domain,PFAM,PF06449
IPR009456,Moricin_fam,Family,PFAM,PF06451
IPR009457,DUF1084,Domain,PFAM,PF06454
IPR009458,Ectatomin,Family,PFAM,PF06457
IPR009458,Ectatomin,Family,PIRSF,PIRSF005989
IPR009459,MucBP_dom,Domain,PFAM,PF06458
IPR009460,Ryanrecept_TM4-6,Domain,PFAM,PF06459
IPR009461,NSP16_CoV-like,Domain,PFAM,PF06460
IPR009462,DUF1086,Domain,PFAM,PF06461
IPR009462,DUF1086,Domain,SMART,SM01146
IPR009463,DUF1087,Domain,PFAM,PF06465
IPR009463,DUF1087,Domain,SMART,SM01147
IPR009464,PCAF_N,Domain,PFAM,PF06466
IPR009465,Spondin_N,Domain,PFAM,PF06468
IPR009465,Spondin_N,Domain,PROFILE,PS51020
IPR009466,NSP14_CoV,Domain,PFAM,PF06471
IPR009467,Glycolipid-bd_prot_put,Family,PFAM,PF06475
IPR009468,DUF1090,Family,PFAM,PF06476
IPR009469,RNA_pol_N_coronovir,Domain,PFAM,PF06478
IPR009470,Chi_C,Domain,PFAM,PF06483
IPR009471,Ten_N,Domain,PFAM,PF06484
IPR009471,Ten_N,Domain,PROFILE,PS51361
IPR009472,Tab2-like,Family,PFAM,PF06485
IPR009472,Tab2-like,Family,PANTHER,PTHR34556
IPR009473,Orthopox_A49,Family,PFAM,PF06489
IPR009474,YphP/YqiW,Family,PFAM,PF06491
IPR009474,YphP/YqiW,Family,PANTHER,PTHR40052
IPR009474,YphP/YqiW,Family,TIGRFAMs,TIGR04191
IPR009475,DUF1096,Family,PFAM,PF06493
IPR009476,DUF1097,Family,PFAM,PF06496
IPR009477,Baculo_Ac102,Family,PFAM,PF06497
IPR009479,Herpes_U55,Family,PFAM,PF06501
IPR009480,Equine_IAV_S2,Family,PFAM,PF06502
IPR009482,DUF1102,Family,PFAM,PF06510
IPR009483,IpaD,Family,PFAM,PF06511
IPR009483,IpaD,Family,TIGRFAMs,TIGR02553
IPR009484,DUF1103,Repeat,PFAM,PF06513
IPR009485,BDV_P10,Family,PFAM,PF06515
IPR009486,Pur_nuclsid_perm,Family,PFAM,PF06516
IPR009486,Pur_nuclsid_perm,Family,PIRSF,PIRSF013171
IPR009486,Pur_nuclsid_perm,Family,PANTHER,PTHR38643
IPR009487,Orthopox_A43R,Family,PFAM,PF06517
IPR009488,DUF1104,Family,PFAM,PF06518
IPR009488,DUF1104,Family,PIRSF,PIRSF016128
IPR009489,PAR1,Family,PFAM,PF06521
IPR009489,PAR1,Family,PANTHER,PTHR33649
IPR009490,DUF1106,Family,PFAM,PF06523
IPR009491,DUF1107,Family,PFAM,PF06526
IPR009492,TniQ,Family,PFAM,PF06527
IPR009493,Phage_phiE202_Gp27,Family,PFAM,PF06528
IPR009494,DUF1108,Family,PFAM,PF06531
IPR009495,NrsF,Family,PFAM,PF06532
IPR009496,RGM_C,Domain,PFAM,PF06534
IPR009497,Regulator_protein_PHA-1,Family,PFAM,PF06542
IPR009498,Phage_4268_Orf1_C,Domain,PFAM,PF06543
IPR009499,DUF1116,Family,PFAM,PF06545
IPR009500,DUF1118,Family,PFAM,PF06549
IPR009502,SecM,Family,HAMAP,MF_01332
IPR009502,SecM,Family,PFAM,PF06558
IPR009502,SecM,Family,PIRSF,PIRSF004572
IPR009503,DUF1125,Family,PFAM,PF06563
IPR009505,Neural_ProG_Cyt,Domain,PFAM,PF06567
IPR009506,DUF1127,Family,PFAM,PF06568
IPR009507,UPF0435,Family,HAMAP,MF_00829
IPR009507,UPF0435,Family,PFAM,PF06569
IPR009508,Transcrpt_activator_Churchill,Family,PFAM,PF06573
IPR009508,Transcrpt_activator_Churchill,Family,PANTHER,PTHR31931
IPR009509,DUF1132,Family,PFAM,PF06575
IPR009510,T3SS_K,Family,PFAM,PF06578
IPR009511,MAD1/Cdc20-bound-Mad2-bd,Family,PFAM,PF06581
IPR009513,PerB,Family,PFAM,PF06590
IPR009513,PerB,Family,PIRSF,PIRSF009562
IPR009514,Phage_Ndd,Family,PFAM,PF06591
IPR009515,DUF1138,Family,PFAM,PF06592
IPR009515,DUF1138,Family,PANTHER,PTHR34267
IPR009516,RBDV_coat,Family,PFAM,PF06593
IPR009517,BDV_P24,Family,PFAM,PF06595
IPR009518,PSII_PsbX,Family,PFAM,PF06596
IPR009519,FDV_Vp7-2,Family,PFAM,PF06599
IPR009520,DUF1140,Family,PFAM,PF06600
IPR009521,Orthopox_F6,Family,PFAM,PF06601
IPR009522,Capsid_Phlebovir/Tenuivir,Family,PFAM,PF05733
IPR009524,DUF1143,Family,PFAM,PF06608
IPR009524,DUF1143,Family,PANTHER,PTHR34524:SF1
IPR009525,DUF1145,Family,PFAM,PF06611
IPR009525,DUF1145,Family,PANTHER,PTHR38775
IPR009526,DUF1146,Family,PFAM,PF06612
IPR009526,DUF1146,Family,TIGRFAMs,TIGR02327
IPR009527,Circovirus2_Orf1,Family,PFAM,PF06615
IPR009528,Restrct_endonuc_II_BsuBI_C,Domain,PFAM,PF06616
IPR009529,Maize_streak_virus_13.1kDa,Family,PFAM,PF06618
IPR009530,DUF1149,Family,PFAM,PF06619
IPR009530,DUF1149,Family,PIRSF,PIRSF031568
IPR009531,DUF1150,Family,PFAM,PF06620
IPR009532,SepQ,Family,PFAM,PF06622
IPR009533,FAM107,Family,PFAM,PF06625
IPR009533,FAM107,Family,PANTHER,PTHR16768
IPR009534,DUF1153,Family,PFAM,PF06627
IPR009535,PLC-beta_CS,Conserved_site,PFAM,PF06631
IPR009536,CucumberMosaicV_OrfIIB,Family,PFAM,PF06633
IPR009537,DUF1156,Domain,PFAM,PF06634
IPR009538,PV-1,Family,PFAM,PF06637
IPR009538,PV-1,Family,PANTHER,PTHR21687
IPR009539,VANGL,Family,PFAM,PF06638
IPR009539,VANGL,Family,PIRSF,PIRSF007991
IPR009539,VANGL,Family,PANTHER,PTHR20886
IPR009540,BAP,Family,PFAM,PF06639
IPR009542,Spc1/SPCS1,Family,PFAM,PF06645
IPR009542,Spc1/SPCS1,Family,PANTHER,PTHR13202
IPR009543,SHR-BD,Domain,PFAM,PF06650
IPR009544,DUF1163,Family,PFAM,PF06651
IPR009544,DUF1163,Family,PIRSF,PIRSF026169
IPR009544,DUF1163,Family,PANTHER,PTHR31125
IPR009545,Claudin-like,Family,PFAM,PF06653
IPR009547,Tenui_PVC2,Family,PFAM,PF06656
IPR009547,Tenui_PVC2,Family,PIRSF,PIRSF011360
IPR009548,Prkrip1,Family,PFAM,PF06658
IPR009548,Prkrip1,Family,PANTHER,PTHR13507
IPR009550,VirE3,Family,PFAM,PF06661
IPR009550,VirE3,Family,PIRSF,PIRSF036105
IPR009553,DUF1173,Family,PFAM,PF06666
IPR009554,Phageshock_PspB,Family,PFAM,PF06667
IPR009554,Phageshock_PspB,Family,TIGRFAMs,TIGR02976
IPR009556,Microneme_Etmic-2,Family,PFAM,PF06670
IPR009557,DUF1174,Repeat,PFAM,PF06671
IPR009558,DUF1175,Family,PFAM,PF06672
IPR009559,Lactococcus_phage_c2_MCP,Family,PFAM,PF06673
IPR009560,DUF1176,Family,PFAM,PF06674
IPR009561,DUF1177,Family,PFAM,PF06675
IPR009562,DUF1178,Family,PFAM,PF06676
IPR009562,DUF1178,Family,PIRSF,PIRSF032131
IPR009563,SSSCA1,Family,PFAM,PF06677
IPR009564,DUF1179,Family,PFAM,PF06678
IPR009565,DUF1180,Family,PFAM,PF06679
IPR009565,DUF1180,Family,PANTHER,PTHR28607
IPR009566,DUF1181,Family,PFAM,PF06680
IPR009567,SARAF,Family,PFAM,PF06682
IPR009567,SARAF,Family,PANTHER,PTHR15929
IPR009568,DUF1184,Family,PFAM,PF06683
IPR009569,AA_synth_put,Family,PFAM,PF06684
IPR009571,SUR7/Rim9-like_fungi,Family,PFAM,PF06687
IPR009572,DUF1187,Family,PFAM,PF06688
IPR009573,DUF1188,Family,PFAM,PF06690
IPR009573,DUF1188,Family,PIRSF,PIRSF019265
IPR009574,DUF1189,Family,PFAM,PF06691
IPR009575,MNSV_P7B,Family,PFAM,PF06692
IPR009576,Biofilm_formation_YgiB,Family,HAMAP,MF_01188
IPR009576,Biofilm_formation_YgiB,Family,PFAM,PF06693
IPR009577,Sm_multidrug_ex,Family,PFAM,PF06695
IPR009577,Sm_multidrug_ex,Family,PANTHER,PTHR36007
IPR009578,Surface_Ag_rpt,Repeat,PFAM,PF06696
IPR009579,DUF1192,Family,PFAM,PF06698
IPR009580,GPI_biosynthesis_protein_Pig-F,Family,PFAM,PF06699
IPR009581,FAM20_C,Domain,PFAM,PF06702
IPR009582,Spc2/SPCS2,Family,PFAM,PF06703
IPR009582,Spc2/SPCS2,Family,PANTHER,PTHR13085
IPR009584,CTV_6kDa,Family,PFAM,PF06706
IPR009585,DUF1196,Family,PFAM,PF06709
IPR009587,DUF1198,Family,PFAM,PF06711
IPR009588,FIV_Orf3,Family,PFAM,PF06712
IPR009589,SunI,Family,PFAM,PF06713
IPR009590,Gp5_OB_N,Domain,PFAM,PF06714
